,id,average_electricity_price,carbon_emitted,attr_function,attr_m,attr_c,attr_a,attr_d,run_number,x,y
0,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,0.0,165.9283905029297
1,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,0.3877551020408163,170.40265540687406
2,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,0.7755102040816326,174.8769203108184
3,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,1.163265306122449,179.35118521476278
4,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,1.5510204081632653,183.82545011870715
5,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,1.9387755102040816,188.29971502265153
6,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,2.326530612244898,192.77397992659587
7,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,2.7142857142857144,197.24824483054024
8,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,3.1020408163265305,201.72250973448462
9,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,3.4897959183673466,206.19677463842896
10,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,3.877551020408163,210.67103954237334
11,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,4.26530612244898,215.1453044463177
12,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,4.653061224489796,219.61956935026208
13,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,5.040816326530612,224.09383425420646
14,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,5.428571428571429,228.5680991581508
15,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,5.816326530612245,233.04236406209517
16,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,6.204081632653061,237.51662896603955
17,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,6.591836734693877,241.9908938699839
18,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,6.979591836734693,246.46515877392827
19,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,7.36734693877551,250.93942367787264
20,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,7.755102040816326,255.41368858181698
21,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,8.142857142857142,259.8879534857614
22,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,8.53061224489796,264.36221838970573
23,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,8.918367346938775,268.8364832936501
24,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,9.306122448979592,273.3107481975945
25,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,9.693877551020408,277.7850131015388
26,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,10.081632653061224,282.2592780054832
27,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,10.46938775510204,286.73354290942757
28,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,10.857142857142858,291.2078078133719
29,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,11.244897959183673,295.68207271731626
30,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,11.63265306122449,300.15633762126066
31,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,12.020408163265305,304.630602525205
32,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,12.408163265306122,309.1048674291494
33,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,12.795918367346939,313.57913233309375
34,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,13.183673469387754,318.0533972370381
35,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,13.571428571428571,322.5276621409825
36,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,13.959183673469386,327.00192704492684
37,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,14.346938775510203,331.47619194887125
38,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,14.73469387755102,335.9504568528156
39,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,15.122448979591836,340.42472175675994
40,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,15.510204081632653,344.8989866607043
41,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,15.89795918367347,349.3732515646487
42,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,16.285714285714285,353.847516468593
43,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,16.6734693877551,358.32178137253743
44,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,17.06122448979592,362.7960462764818
45,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,17.448979591836736,367.2703111804261
46,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,17.83673469387755,371.74457608437046
47,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,18.224489795918366,376.21884098831487
48,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,18.612244897959183,380.69310589225927
49,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1,19.0,385.1673707962036
50,162,3.457054376602173,0.0,0.0,3.733707904815674,147.48544311523438,0.0,0.0,1,0.0,147.48544311523438
